,carat,cut,color,clarity,depth,table,price,x,y
20315,1.09,Ideal,F,VS1,61.7,57,8730,6.58,6.62
20316,1.74,Good,I,SI2,60.1,64,8731,7.82,7.71
20317,1.22,Premium,F,VS2,62.3,57,8731,6.84,6.8
20318,1.5,Good,I,VVS2,65.4,59,8732,7.09,7.14
20319,1.22,Ideal,F,VS2,62.6,56,8733,6.8,6.78
20320,1.22,Premium,F,VS2,62,58,8733,6.89,6.86
20321,1.51,Very Good,J,VS2,59.7,59,8735,7.51,7.47
20322,1.5,Good,I,SI1,64.3,55,8736,7.24,7.19
20323,1.5,Good,J,VS1,63.3,57,8736,7.2,7.24
20324,1.5,Good,I,SI1,63.8,59,8736,7.21,7.11
20325,1.5,Premium,I,SI1,61.2,61,8736,7.34,7.3
20326,1.5,Premium,I,SI1,62,62,8736,7.35,7.3
20327,1.5,Very Good,F,VS2,63.4,61,8736,7.12,7.08
20328,1.5,Ideal,I,SI1,62.3,55,8736,7.35,7.31
20329,1,Premium,F,VVS1,62.6,58,8736,6.45,6.33
20330,1.5,Premium,G,SI2,58.5,62,8736,7.44,7.4
20331,1.5,Good,I,SI1,64,60,8736,7.25,7.13
20332,1.5,Ideal,I,SI1,64.2,59,8736,7.13,7.1
20333,1.5,Good,H,VS1,64.3,57,8736,7.12,7
20334,1.5,Ideal,G,SI2,62,57,8736,7.31,7.26
20335,1.5,Premium,G,SI2,60.7,61,8736,7.36,7.33
20336,1.5,Ideal,G,SI2,61.4,56,8736,7.38,7.34
20337,1.25,Premium,G,VS1,60,61,8736,7.03,6.92
20338,2,Fair,I,SI2,69.1,56,8736,7.84,7.7
20339,1.52,Premium,D,SI2,60.2,60,8737,7.4,7.46
20340,1.22,Premium,G,VS1,62.2,59,8739,6.87,6.82
20341,1.53,Premium,D,SI2,59.9,58,8739,7.54,7.41
20342,1.45,Premium,G,VS1,60.5,60,8740,7.27,7.16
20343,1.21,Good,G,VS1,63.6,56,8741,6.8,6.72
20344,1.03,Ideal,D,VS1,61.5,57,8742,6.48,6.52
20345,1.51,Good,D,SI2,61.5,61,8742,7.37,7.42
20346,1.15,Ideal,F,VVS2,62.1,55,8743,6.69,6.74
20347,1.14,Ideal,G,VVS2,62.3,55,8743,6.64,6.72
20348,1.7,Ideal,I,SI2,60.7,59,8743,7.69,7.64
20349,1.64,Premium,I,SI2,61.3,58,8743,7.62,7.58
20350,1.02,Very Good,E,VVS2,60.3,58,8745,6.53,6.57
20351,1.35,Premium,H,VS1,60.5,60,8747,7.19,7.16
20352,1.04,Very Good,E,VVS2,62.4,58,8748,6.46,6.4
20353,1.55,Premium,J,VS1,62.6,59,8749,7.4,7.35
20354,1.5,Good,H,VS1,64.2,56,8749,7.3,7.09
20355,1,Good,E,VVS2,63.5,55,8750,6.31,6.36
20356,1.01,Good,E,VVS2,63.3,58,8752,6.31,6.39
20357,1.51,Ideal,I,SI1,61.2,58,8752,7.35,7.4
20358,1.51,Ideal,I,SI1,62.4,59,8752,7.27,7.34
20359,1.51,Premium,H,SI1,61.5,58,8752,7.38,7.31
20360,1.57,Premium,J,VS1,61.3,59,8752,7.47,7.44
20361,1.57,Ideal,G,SI1,61.7,55,8752,7.51,7.44
20362,1.09,Ideal,G,VVS2,61.8,56,8753,6.58,6.62
20363,1.51,Very Good,I,SI1,63,59,8758,7.26,7.31
20364,1.7,Ideal,J,SI1,60.9,57,8758,7.73,7.66
20365,1.41,Premium,G,SI1,59.5,59,8758,7.35,7.3
20366,1.23,Premium,G,VS1,61.3,58,8759,6.87,6.89
20367,1.28,Ideal,H,VVS1,61.7,55,8759,6.97,7.01
20368,1.21,Ideal,G,VS1,62.7,54,8759,6.79,6.83
20369,1.5,Premium,J,VVS2,61.8,60,8760,7.36,7.33
20370,1.56,Ideal,J,VS1,62.5,56,8763,7.38,7.46
20371,0.31,Very Good,G,VS1,59.6,61,625,4.35,4.38
20372,0.31,Premium,G,VS1,61.2,60,625,4.3,4.33
20373,0.31,Good,F,VS2,63.4,56,625,4.31,4.34
20374,0.31,Premium,G,VS1,62.1,58,625,4.31,4.36
20375,0.31,Very Good,F,VS2,62.9,56,625,4.3,4.32
20376,0.31,Very Good,G,VS1,62,59,625,4.28,4.3
20377,0.31,Ideal,H,VVS2,62.4,57,625,4.32,4.36
20378,0.31,Ideal,F,VS2,61.5,56,625,4.34,4.37
20379,0.31,Very Good,H,VVS2,61.4,58,625,4.32,4.37
20380,0.31,Ideal,F,VS2,62.6,57,625,4.29,4.33
20381,0.31,Premium,F,VS2,62.3,59,625,4.3,4.33
20382,0.31,Ideal,F,VS2,62,56,625,4.35,4.39
20383,0.31,Good,H,VVS2,63.6,56,625,4.28,4.33
20384,0.31,Very Good,H,VVS2,62.8,57,625,4.3,4.33
20385,0.31,Premium,F,VS2,62.3,60,625,4.32,4.35
20386,0.31,Premium,G,VS1,59.5,59,625,4.4,4.47
20387,0.31,Premium,F,VS2,62,60,625,4.3,4.34
20388,0.31,Premium,H,VVS2,61.2,59,625,4.34,4.38
20389,0.31,Good,F,VS2,63.4,56,625,4.29,4.32
20390,0.31,Premium,F,VS2,62.4,58,625,4.31,4.34
20391,0.31,Ideal,F,VS2,61.6,55,625,4.36,4.37
20392,0.31,Premium,G,VS1,62.1,58,625,4.31,4.35
20393,0.31,Good,H,VVS2,63.7,55,625,4.28,4.32
20394,0.31,Very Good,G,VS1,62.2,56,625,4.32,4.36
20395,0.31,Very Good,F,VS2,62.8,57,625,4.34,4.36
20396,0.31,Very Good,G,VS1,62.8,58,625,4.27,4.3
20397,0.31,Premium,H,VVS2,62.4,59,625,4.31,4.35
20398,0.31,Ideal,H,VVS2,62.5,55,625,4.34,4.37
20399,0.31,Premium,H,VVS2,60.6,60,625,4.34,4.38
20400,0.31,Ideal,H,VVS2,61.5,56,625,4.35,4.37
20401,1.25,Ideal,F,VS2,62.8,57,8764,6.87,6.85
20402,1.31,Premium,E,SI1,62.4,58,8767,7.03,6.95
20403,1.02,Premium,G,VVS1,58,61,8768,6.67,6.58
20404,1.2,Very Good,E,VS2,60.7,59,8769,6.79,6.86
20405,1.51,Premium,J,VVS2,62.6,59,8770,7.31,7.33
20406,1.51,Premium,J,VVS2,62.5,59,8770,7.29,7.34
20407,1.51,Very Good,J,VVS2,62.9,58,8770,7.21,7.33
20408,1.5,Ideal,F,SI1,60.9,56,8770,7.43,7.36
20409,1.5,Premium,F,SI1,62.1,60,8770,7.32,7.27
20410,1.34,Ideal,H,VS2,61.9,55,8771,7.05,7.08
20411,1,Very Good,F,VVS2,62.3,57,8772,6.34,6.41
20412,1.12,Ideal,G,VVS2,62,55,8773,6.67,6.69
20413,1.02,Premium,F,VVS2,60.9,59,8774,6.56,6.44
20414,1.31,Ideal,H,VS1,62.5,56,8774,7.03,6.95
20415,1.21,Ideal,G,VS1,62.6,56,8774,6.81,6.77
20416,1.21,Premium,G,VS1,62.7,58,8774,6.85,6.76
20417,1.28,Ideal,G,VS2,62.2,57,8774,6.99,6.94
20418,1.1,Ideal,G,VS1,61.3,56,8775,6.65,6.69
20419,1.06,Ideal,F,VVS2,61.1,57,8776,6.62,6.57
20420,1.58,Premium,H,SI2,62.4,57,8777,7.45,7.36
20421,1.52,Good,I,VS2,63.3,61,8778,7.23,7.27
20422,1.09,Ideal,G,VVS1,62.1,55,8778,6.58,6.63
20423,1.01,Ideal,G,IF,62.8,57,8778,6.42,6.39
20424,1.6,Ideal,H,SI2,61.5,55,8779,7.53,7.55
20425,1.49,Fair,F,SI1,59.6,63,8779,7.2,7.34
20426,1.22,Premium,G,VS1,61.3,58,8779,6.91,6.89
20427,1.5,Good,I,VS2,60.5,60,8780,7.26,7.32
20428,2.01,Good,I,SI2,63.8,57,8780,8,7.95
20429,1.34,Ideal,H,VS1,61.6,57,8780,7.14,7.07
20430,1.58,Very Good,I,SI1,63.1,55,8782,7.42,7.45
20431,1.22,Ideal,F,VS2,61.5,57,8783,6.87,6.91
20432,1.04,Very Good,F,VVS2,62.5,58,8785,6.37,6.46
20433,1.12,Very Good,E,VS1,60.8,58,8788,6.69,6.73
20434,1.51,Very Good,J,VVS2,60.6,58,8789,7.36,7.4
20435,1.25,Ideal,H,VVS2,60.8,57,8789,6.95,6.99
20436,1.5,Very Good,H,SI1,61.5,62,8791,7.24,7.3
20437,1.22,Very Good,G,IF,62,59,8793,6.8,6.85
20438,1.51,Ideal,G,SI2,60.8,57,8794,7.44,7.39
20439,1.64,Very Good,G,SI2,60.9,57,8794,7.57,7.61
20440,1.52,Very Good,I,SI1,63.7,58,8794,7.23,7.3
20441,1.51,Premium,G,SI2,62.8,56,8794,7.3,7.22
20442,1.51,Fair,G,VS2,56,65,8794,7.68,7.57
20443,1.51,Premium,I,SI1,62.2,60,8794,7.3,7.23
20444,1.51,Premium,I,SI1,62.6,60,8794,7.34,7.27
20445,1.51,Fair,G,SI2,65.5,55,8794,7.14,7.08
20446,1.51,Good,F,VS2,64,59,8794,7.16,7.08
20447,1.51,Ideal,G,SI2,60.5,55,8794,7.4,7.36
20448,1.51,Premium,I,SI1,62.7,61,8794,7.33,7.27
20449,1.04,Ideal,G,VVS1,62.2,55,8794,6.51,6.48
20450,1.22,Very Good,G,VS1,61.2,58,8795,6.84,6.86
20451,1.2,Premium,F,VS2,62.1,54,8796,6.77,6.73
20452,1.1,Ideal,F,VS1,61.5,55,8796,6.69,6.64
20453,1.1,Ideal,F,VS1,61.5,59,8796,6.63,6.58
20454,1.2,Premium,F,VS2,60.4,59,8796,6.91,6.89
20455,1.1,Premium,D,VS2,58.2,57,8796,6.81,6.77
20456,1.01,Very Good,E,VVS2,63.4,57,8797,6.45,6.33
20457,1.24,Ideal,G,VS2,62,56,8797,6.87,6.9
20458,1.24,Ideal,G,VS2,62.3,57,8799,6.95,6.89
20459,1.53,Premium,G,SI2,61.3,59,8799,7.49,7.43
20460,1.71,Fair,I,SI2,65.1,60,8800,7.5,7.46
20461,1.16,Ideal,G,VVS2,62,56,8803,6.75,6.71
20462,1.17,Ideal,F,VS1,62.2,56,8806,6.77,6.74
20463,2.74,Fair,J,I1,64.9,61,8807,8.76,8.66
20464,1.6,Premium,I,SI1,60.3,59,8808,7.56,7.61
20465,1.54,Very Good,G,SI2,61.5,61,8808,7.35,7.42
20466,1.43,Premium,F,SI1,61.5,58,8809,7.27,7.22
20467,1.09,Ideal,E,VS1,61.3,56,8809,6.71,6.66
20468,1.23,Premium,G,VVS2,59.6,59,8810,6.95,6.98
20469,1.52,Premium,E,SI2,62,62,8810,7.2,7.13
20470,1.03,Ideal,E,VVS2,61.9,57,8811,6.46,6.5
20471,1.41,Premium,H,VS2,61.2,60,8812,7.21,7.17
20472,1.04,Premium,G,IF,60.7,58,8813,6.65,6.52
20473,1.59,Ideal,I,SI2,60.5,55.1,8814,7.55,7.62
20474,1.48,Very Good,H,SI1,62.5,59,8815,7.16,7.23
20475,1.73,Premium,F,SI2,63,60,8816,7.63,7.52
20476,1.31,Premium,G,VS2,60.3,59,8818,7.08,7.12
20477,1.52,Fair,H,SI1,61.2,60,8818,7.39,7.29
20478,1.48,Ideal,E,SI2,62.1,57,8818,7.35,7.28
20479,1.02,Ideal,D,VS1,60.8,55,8818,6.55,6.5
20480,1.25,Premium,G,VS2,62.6,58,8820,6.87,6.8
20481,1.5,Very Good,E,SI2,63.1,57,8820,7.32,7.27
20482,1.5,Good,F,SI2,62.6,64,8820,7.25,7.19
20483,1.75,Premium,F,SI2,58,59,8820,7.97,7.92
20484,1.5,Premium,I,VS2,58.4,61,8820,7.48,7.42
20485,1.5,Premium,I,VS2,62.3,58,8820,7.31,7.26
20486,1.05,Ideal,D,VS1,60.5,57,8820,6.61,6.58
20487,1.5,Premium,G,SI2,60.1,59,8820,7.38,7.36
20488,1.5,Premium,I,VS2,62.9,58,8820,7.17,7.08
20489,1.5,Good,E,SI1,64.1,56,8820,7.21,7.14
20490,1.01,Premium,D,VS1,61.6,58,8823,6.44,6.42
20491,1.21,Ideal,G,VS1,61.4,56,8824,6.84,6.9
20492,1.52,Premium,H,VS2,61.1,61,8825,7.4,7.36
20493,1.5,Very Good,E,SI2,62.7,56,8827,7.33,7.38
20494,1.51,Premium,F,SI1,60.9,59,8828,7.42,7.33
20495,1.84,Ideal,J,VS1,62.4,56,8828,7.84,7.8
20496,1.2,Very Good,F,VS2,62.4,58,8829,6.75,6.81
20497,1.59,Premium,H,SI1,61,58,8829,7.58,7.51
20498,1.24,Ideal,G,VS1,61.5,56,8830,6.92,6.97
20499,1.22,Ideal,G,VS1,62.6,54.4,8830,6.77,6.83
20500,1.55,Ideal,I,VS2,62.6,56,8831,7.35,7.41
20501,1.71,Good,J,VS2,62.8,58,8831,7.48,7.55
20502,1.66,Very Good,H,SI1,63.3,59,8831,7.48,7.45
20503,1.59,Ideal,I,SI1,62.1,57,8835,7.48,7.46
20504,1.64,Premium,E,SI2,61.9,61,8835,7.54,7.51
20505,1.51,Very Good,I,VS2,62.3,60,8836,7.29,7.35
20506,1.51,Premium,E,SI1,63,58,8836,7.4,7.27
20507,1.75,Ideal,J,SI1,63.3,59,8840,7.63,7.57
20508,1.77,Premium,J,SI2,62,55,8840,7.84,7.72
20509,1.7,Premium,I,VS1,61.5,58,8840,7.74,7.64
20510,1.25,Premium,F,VS2,61.5,60,8840,6.93,6.89
20511,1.29,Premium,G,VS2,58.7,58,8842,7.27,7.11
20512,1.11,Ideal,G,VVS2,63.1,57,8843,6.55,6.6
20513,1.41,Very Good,H,VS2,62.5,58,8846,7.08,7.12
20514,1.4,Premium,H,VS2,62.9,55,8847,7.15,7.06
20515,1.02,Ideal,G,VVS2,62.1,54,8847,6.54,6.51
20516,1.71,Premium,J,SI1,62.9,58,8848,7.64,7.58
20517,1.54,Ideal,J,VS1,62.2,59,8848,7.34,7.38
20518,1.01,Very Good,E,VVS2,63.1,57,8849,6.31,6.39
20519,1.05,Ideal,G,IF,62.5,56,8850,6.48,6.52
20520,1.05,Premium,G,IF,60.6,60,8850,6.57,6.59
20521,1.25,Very Good,E,VS2,61.6,57,8851,6.9,6.94
20522,1.11,Very Good,E,VS1,61.6,57,8852,6.59,6.63
20523,1.2,Ideal,H,VS1,60.9,57,8852,6.87,6.9
20524,1.52,Good,I,SI1,64.1,57,8852,7.26,7.21
20525,1.52,Premium,I,SI1,58.1,62,8852,7.61,7.56
20526,1.6,Premium,I,SI1,62.1,58,8852,7.51,7.47
20527,1.52,Premium,I,SI1,60.5,60,8852,7.48,7.4
20528,1.52,Ideal,G,SI2,61.3,57,8852,7.39,7.36
20529,1.3,Premium,G,VS2,62.2,58,8854,6.92,6.98
20530,1.51,Good,H,SI1,62.2,61,8854,7.25,7.32
20531,1.23,Premium,F,VS2,59.6,58,8855,6.94,7.02
20532,1.46,Ideal,H,SI1,62.4,55,8855,7.26,7.22
20533,1.51,Very Good,I,SI1,59.3,59,8856,7.49,7.59
20534,1.56,Premium,D,SI2,61.1,56,8858,7.54,7.45
20535,1.56,Premium,I,VVS2,60.5,58,8858,7.53,7.45
20536,1.11,Ideal,G,VVS2,61.8,57,8858,6.67,6.64
20537,1.56,Premium,G,SI2,61.7,59,8858,7.51,7.43
20538,1.56,Ideal,I,SI1,61.4,56,8858,7.47,7.42
20539,1.03,Ideal,F,VVS2,61.6,56,8860,6.53,6.46
20540,1.01,Ideal,F,VS1,61.8,57,8860,6.41,6.46
20541,1.52,Good,J,VVS2,57.9,62,8861,7.61,7.63
20542,1.15,Premium,G,VVS1,60.8,58,8863,6.74,6.77
20543,1.21,Ideal,E,SI1,61.8,56,8863,6.82,6.86
20544,1.21,Ideal,G,VS1,61.8,55,8864,6.81,6.87
20545,1.62,Ideal,H,SI2,61.8,54,8865,7.55,7.6
20546,1.55,Premium,I,SI1,62.5,60,8866,7.33,7.35
20547,1.52,Good,D,SI2,63.2,58,8868,7.25,7.31
20548,1.52,Very Good,D,SI2,61.2,63,8868,7.31,7.39
20549,1.13,Premium,G,VVS1,59.3,59,8868,6.87,6.79
20550,1.01,Ideal,G,IF,61.5,58,8869,6.44,6.47
20551,1.01,Ideal,G,IF,60.8,59,8869,6.47,6.5
20552,1.51,Fair,E,SI1,65.3,62,8869,7.16,7.09
20553,2,Very Good,J,SI2,62.1,63,8870,7.96,7.85
20554,1.05,Ideal,F,VVS2,61.9,57,8870,6.5,6.52
20555,1.6,Premium,J,VS1,61.3,59,8870,7.49,7.52
20556,1.7,Very Good,J,SI1,61.9,59,8870,7.59,7.64
20557,1.5,Premium,J,VVS2,61.5,60,8870,7.31,7.27
20558,1.2,Very Good,F,VS2,63.5,57,8870,6.73,6.65
20559,1.21,Premium,F,VS2,60.1,55,8870,7.01,6.91
20560,1.2,Premium,G,VVS2,62.4,56,8870,6.74,6.68
20561,1.08,Ideal,G,IF,61.3,57,8873,6.59,6.62
20562,1.55,Very Good,G,SI2,61.9,60,8873,7.31,7.36
20563,1.39,Premium,G,VS2,62,56,8874,7.18,7.14
20564,1.28,Premium,G,VS2,61.6,58,8874,7.02,6.98
20565,1.36,Premium,H,VS2,61.9,58,8877,7.15,7.09
20566,1.21,Premium,F,VS2,61.5,57,8877,6.81,6.74
20567,1.51,Ideal,I,VS2,62.9,57,8879,7.27,7.23
20568,1.51,Premium,E,SI2,58.8,62,8879,7.5,7.41
20569,1.51,Fair,I,VS2,64.8,60,8879,7.18,7.1
20570,1.21,Premium,F,VS1,61.3,57,8879,6.9,6.86
20571,1.21,Premium,F,VS1,62.5,60,8879,6.77,6.7
20572,1.21,Very Good,E,VS2,61.5,59,8886,6.82,6.88
20573,1.6,Ideal,J,VS2,61.9,55,8886,7.51,7.54
20574,1.24,Ideal,E,VS2,62.7,58,8887,6.79,6.86
20575,1.29,Ideal,H,VS1,61.2,57,8887,7.01,7.05
20576,1.58,Premium,H,SI2,60.4,58,8887,7.6,7.52
20577,1.71,Premium,J,VS2,60.3,61,8887,7.74,7.69
20578,1,Premium,E,VVS2,62.7,60,8888,6.32,6.34
20579,1,Premium,E,VVS2,61.6,59,8888,6.42,6.46
20580,1.51,Ideal,J,SI1,62.6,54,8888,7.26,7.35
20581,1.13,Ideal,G,VVS2,61.5,57,8889,6.67,6.71
20582,1.78,Premium,J,SI2,62.6,58,8889,7.78,7.72
20583,1.5,Ideal,H,VS1,62.1,57,8891,7.37,7.23
20584,1.54,Very Good,F,SI2,61.1,58,8893,7.36,7.47
20585,1.5,Very Good,I,VS2,62.5,59,8893,7.26,7.3
20586,1.06,Ideal,D,VS1,61.7,55,8893,6.53,6.57
20587,1.28,Very Good,G,VS1,59.2,57,8895,7.05,7.13
20588,1.07,Ideal,G,VVS1,60.9,56,8895,6.6,6.67
20589,1.74,Ideal,I,SI2,61.6,57,8896,7.67,7.74
20590,1.71,Very Good,I,SI2,62.7,58,8896,7.59,7.54
20591,1.5,Very Good,J,VS1,63.3,57,8896,7.24,7.2
20592,1.52,Premium,D,SI2,60.2,60,8897,7.46,7.4
20593,1.63,Premium,I,VS1,60.9,58,8900,7.63,7.58
20594,1.72,Ideal,J,SI1,62,57,8900,7.66,7.62
20595,1.25,Good,G,VS1,63.4,55,8901,6.87,6.92
20596,1.66,Very Good,I,SI1,63,57,8901,7.45,7.5
20597,1.21,Good,E,VS1,61.7,58,8902,6.73,6.78
20598,1.15,Ideal,F,VVS2,62.1,55,8903,6.74,6.69
20599,1.51,Good,H,VS2,63.6,61,8904,7.08,7.03
20600,1.6,Ideal,J,VS1,62.1,57,8904,7.46,7.54
20601,1.01,Premium,F,VVS2,59.9,58,8905,6.54,6.49
20602,1.24,Very Good,F,VS2,60.9,60,8907,6.96,6.93
20603,1.5,Ideal,I,SI1,61.8,57,8907,7.3,7.34
20604,1.5,Good,E,SI2,63,59,8910,7.18,7.24
20605,1.5,Good,E,SI2,63.9,58,8910,7.21,7.26
20606,1.5,Good,I,VS1,63.3,58,8910,7.19,7.24
20607,1,Very Good,E,VVS2,63.5,55,8910,6.36,6.31
20608,1.7,Ideal,D,SI2,60.7,56,8911,7.78,7.71
20609,1.2,Premium,G,VS1,62,58,8911,6.76,6.73
20610,1.53,Premium,I,SI1,62.9,59,8911,7.36,7.32
20611,1.53,Premium,I,SI1,60.8,59,8911,7.54,7.49
20612,1.53,Premium,I,SI1,61.5,59,8911,7.39,7.32
20613,1.14,Very Good,F,VVS2,63.3,56,8912,6.56,6.71
20614,1.01,Very Good,E,VVS2,63.3,58,8912,6.39,6.31
20615,1.27,Ideal,G,VS2,62,58,8915,6.89,6.95
20616,1.3,Ideal,H,VS1,61.3,59,8915,6.97,7.03
20617,1.52,Good,H,SI1,64.1,59,8915,7.11,7.18
20618,1.51,Very Good,E,SI2,60.6,58,8916,7.41,7.43
20619,1.54,Premium,I,VS2,61.7,59,8917,7.4,7.34
20620,1.51,Very Good,I,VS1,61.1,63,8918,7.38,7.32
20621,1.23,Premium,G,VS1,61.3,58,8919,6.89,6.87
20622,1.23,Ideal,H,VVS1,61.4,56,8920,6.89,6.91
20623,1.5,Good,I,VS2,61.3,61,8920,7.31,7.38
20624,1.04,Ideal,G,IF,62.1,54,8921,6.53,6.55
20625,1.01,Very Good,F,VVS2,62.3,56,8922,6.38,6.42
20626,1.01,Very Good,F,VVS2,61.8,58,8922,6.44,6.48
20627,1.31,Ideal,G,VS2,61.9,56,8922,7.05,7.08
20628,1.54,Ideal,G,SI2,62.3,60,8923,7.29,7.34
20629,1,Premium,F,VVS2,60.6,54,8924,6.56,6.52
20630,1,Premium,F,VVS2,60.6,54,8924,6.56,6.52
20631,1.59,Ideal,J,VS1,62.1,55,8925,7.47,7.51
20632,1.39,Premium,F,SI1,62.4,59,8925,7.14,7.09
20633,1.36,Ideal,G,SI1,61,56,8927,7.17,7.2
20634,1.27,Very Good,F,VS2,60.7,61,8928,6.97,7.01
20635,1.28,Ideal,H,VVS1,61.3,55,8928,7.01,7.06
20636,1.2,Very Good,G,VVS1,63.3,59,8928,6.72,6.64
20637,1.24,Very Good,F,VS2,59.6,59,8929,7,7.07
20638,1.51,Premium,J,VVS2,62.5,59,8930,7.34,7.29
20639,1.51,Premium,J,VVS2,62.9,58,8930,7.33,7.21
20640,1.51,Premium,J,VVS2,62.6,59,8930,7.33,7.31
20641,1.34,Ideal,D,SI1,62.2,57,8930,7.07,6.95
20642,1.5,Very Good,H,SI1,62.9,57,8931,7.24,7.28
20643,1.05,Ideal,G,VVS1,61.2,57,8931,6.54,6.57
20644,1.1,Ideal,G,VVS2,62,56,8932,6.68,6.64
20645,1.5,Very Good,H,VS2,61.5,57,8936,7.32,7.37
20646,1.58,Premium,H,VS2,60.5,58,8936,7.57,7.54
20647,1.2,Premium,G,VS1,63,61,8938,6.62,6.59
20648,1.52,Fair,F,SI2,56.3,64,8938,7.68,7.62
20649,1.52,Very Good,I,VS2,63.3,61,8938,7.27,7.23
20650,1.02,Very Good,F,VVS2,62.9,59,8940,6.37,6.42
20651,1.27,Very Good,G,VVS2,62.5,57,8941,6.86,6.91
20652,1.25,Very Good,G,VS2,62.2,57,8941,6.84,6.88
20653,1.26,Ideal,H,VVS2,61.8,56,8941,6.9,6.93
20654,1.01,Good,D,VVS2,63.5,57,8943,6.32,6.35
20655,1.01,Good,D,VVS2,63.7,57,8943,6.29,6.36
20656,1.53,Ideal,J,VS1,62.4,54,8943,7.34,7.38
20657,1.04,Premium,F,VVS2,62.5,58,8946,6.46,6.37
20658,1.05,Ideal,G,VVS1,60.7,55,8946,6.6,6.65
20659,1.17,Ideal,G,VVS2,61.7,55,8947,6.74,6.77
20660,2.01,Very Good,J,SI2,59.3,63,8949,8.28,8.22
20661,1,Very Good,F,VVS2,63,59,8950,6.33,6.36
20662,1.21,Ideal,H,VVS2,61.3,56,8950,6.85,6.89
20663,1.22,Premium,D,VS2,59.6,60,8950,6.97,6.95
20664,1.39,Very Good,H,VS2,59.5,61,8951,7.27,7.33
20665,1.51,Ideal,H,SI2,61.9,56,8951,7.31,7.36
20666,1.51,Good,I,VS2,62.2,59,8951,7.19,7.3
20667,1.51,Very Good,I,VS2,63,60,8952,7.25,7.3
20668,1.33,Very Good,G,VS2,61.7,59,8953,7.04,7.09
20669,1.14,Ideal,F,VS1,61.1,55,8953,6.74,6.78
20670,1.06,Ideal,F,VVS2,62.1,57,8954,6.5,6.54
20671,1.56,Premium,H,SI2,58.8,59,8954,7.64,7.6
20672,1.64,Fair,E,SI2,63.1,60,8954,7.58,7.5
20673,1.3,Ideal,H,VVS2,61.5,55,8954,7.07,7.03
20674,1.03,Ideal,G,VVS1,59.9,61,8955,6.56,6.63
20675,1.02,Ideal,G,IF,62.3,57,8955,6.43,6.5
20676,1.01,Good,F,VVS2,61.1,65,8956,6.38,6.42
20677,1.01,Ideal,G,IF,62.2,61,8957,6.34,6.4
20678,1,Ideal,F,VVS2,61.7,53,8958,6.46,6.48
20679,1.23,Premium,F,VS2,60.8,59,8959,6.9,6.94
20680,1.1,Ideal,D,VS2,62,56,8959,6.58,6.61
20681,1.55,Ideal,J,VS1,59.5,60,8959,7.53,7.56
20682,1.26,Ideal,H,VS1,61,57,8959,6.97,7.03
20683,1,Good,E,VVS2,57.8,61,8960,6.55,6.46
20684,1.12,Very Good,G,IF,60.9,57,8962,6.68,6.79
20685,1.2,Premium,F,VS2,62.8,59,8964,6.78,6.69
20686,1.54,Premium,G,SI2,61.5,61,8969,7.42,7.35
20687,1.21,Very Good,D,VS2,62.6,59,8969,6.72,6.79
20688,1.54,Premium,I,SI1,60.8,61,8969,7.48,7.41
20689,1.54,Premium,G,SI2,62.4,57,8969,7.39,7.36
20690,1.43,Ideal,G,SI1,62.6,57,8969,7.18,7.14
20691,1.23,Ideal,G,VS1,61.4,56,8970,6.91,6.96
20692,1.09,Ideal,G,VVS2,61.5,57,8970,6.62,6.65
20693,1.23,Premium,G,VVS2,59.6,59,8971,6.98,6.95
20694,1.01,Ideal,F,VVS2,61.6,56,8971,6.43,6.49
20695,1.53,Ideal,I,SI1,61.9,54,8971,7.43,7.5
20696,1.03,Ideal,E,VVS2,61.9,57,8972,6.5,6.46
20697,1.51,Very Good,G,SI2,61.7,54,8973,7.37,7.41
20698,1.12,Good,G,IF,59.6,56,8973,6.8,6.85
20699,1.5,Very Good,I,VS2,60.1,60,8974,7.38,7.35
20700,1.22,Very Good,G,VVS2,61.9,58,8975,6.84,6.85
20701,0.31,Very Good,G,VS1,62.9,57,625,4.3,4.32
20702,0.31,Very Good,H,VVS2,61.9,58,625,4.3,4.33
20703,0.31,Ideal,G,VS1,61,55,625,4.39,4.43
20704,0.31,Premium,F,VS2,61.6,58,625,4.35,4.38
20705,0.31,Ideal,H,VVS2,62.3,55,625,4.36,4.37
20706,0.31,Ideal,F,VS2,60.8,57,625,4.36,4.39
20707,0.31,Premium,H,VVS2,61.4,59,625,4.35,4.38
20708,0.31,Ideal,F,VS2,62.1,57,625,4.34,4.36
20709,0.31,Premium,H,VVS2,62.6,60,625,4.29,4.33
20710,0.31,Premium,F,VS2,61.3,59,625,4.31,4.34
20711,0.31,Premium,G,VS1,61.8,59,625,4.32,4.35
20712,0.31,Very Good,G,VS1,60.8,61,625,4.33,4.35
20713,0.31,Ideal,G,VS1,62.5,57,625,4.34,4.37
20714,0.31,Ideal,G,VS1,61.4,56,625,4.36,4.37
20715,0.31,Ideal,F,VS2,61.9,54,625,4.35,4.38
20716,0.31,Very Good,H,VVS2,61.9,58,625,4.33,4.36
20717,0.31,Ideal,H,VVS2,62.4,56,625,4.34,4.38
20718,0.31,Good,G,VS1,63.7,56,625,4.27,4.3
20719,0.31,Premium,G,VS1,62.4,58,625,4.31,4.34
20720,0.31,Very Good,H,VVS2,62.6,58,625,4.28,4.31
20721,0.31,Premium,F,VS2,62,58,625,4.31,4.37
